Particulars,Voucher Type
IGIUM UNDER EYE GEL (15 ML),Pharma
OMNIGEL GEL (50GM),Pharma
PANTENE 2 IN1 SHAMPOO + CONDITIONER (180ML),Pharma
PIONORM 15MG (10 TAB),Pharma
SENSODENT KF TOOTHPASTE (75GM) @18%,Pharma
VAIDRISHI ARSH KALP KIT,Pharma
BETNESOL - N E/E DROPS 5 ML,Pharma
ACCUSURE SIMPLE GLUCOSE STRIP (2*50),Pharma
VIBACT DS (10 CAPS),Pharma
FOLVITE ACTIVE (15 CAP),Pharma
DETTOL SOAP SET 1*5 (100GM),Pharma
SUPRACAL ISO (15 TAB),Pharma
NEKO SOAP 75GM,Pharma
GLUTAFINE FACEWASH (70GM),Pharma
EASYSOFT E CREAM (60GM),Pharma
SUNSILK SHAMPOO POCH 5ML YELLOW,Pharma
TRICLENZ HAIR CLEANSER (250ML),Pharma
STUGERON PLUS (10 TAB),Pharma
HOSIT FE TAB,Pharma
TELSAR A (15 TAB),Pharma
AZULIX SM IR 50/1000/1 (10 TAB),Pharma
AKTIV D (4 TAB),Pharma
RARICAP L SUSP. (150ML),Pharma
B12-CD3 (10 TAB),Pharma
FC8241 C4,Others
FD217 C4,Others
FF KODAK 1.5 DIGITAL SV AF CleanNClear,Others
SHAMIR AUTOGRAPH SPECTRUM 1.50 GLACIER UV,Others
3M EAR PLUGS,Pharma
COLGATE MAXFRESH MOUTHWASH GREEN (250ML),Pharma
ROZUCOR 5MG (15 TAB),Pharma
LONAZEP 0.25MG (15 TAB) NRX,Pharma
NEXPRO RD 40 (10 CAP),Pharma
FEBUTAX 80MG (10 TAB),Pharma
LISTERINE FRESHBURST M/W (250ML),Pharma
TAC ANANDA DEO 150ML,Pharma
OLD SPICE DEO BODY SPRAY 140ML,Pharma
LUBIMOIST E/D (10ML),Pharma
DIVAGEST 200MG (10 CAP),Pharma
TAC ROLL ON DEO 50ML,Pharma
NIFTRAN CP 100MG (30 CAP),Pharma
CANDITRAL SB 65 (10 CAP),Pharma
RB4381  601/9A  53,Others
RB3548 001/BH 51,Others
FC8241 C3,Others
SEECLEAR CRSV Tuff Coat,Others
FD081 C1 54,Others
FD081 C3 54,Others
FC 8232 C3 55,Others
Vision Rx Fotolens Gray 1.56 HMC,Others
MK031 A 52,Others
PANOXIMET (15 TAB),Pharma
BEVON SYRUP (200ML),Pharma
M.POKO EXTRA XL8,Pharma
MINIMALIST  VIT.C 10% FACE SERUM 30ML,Pharma
ADVENT DRY SYRUP 228.5MG (30ML),Pharma
MONTEK LC KID SYP. 60 ML,Pharma
HIFENAC TH (10 TAB),Pharma
TRETIVA 20MG (10CAP),Pharma
FERIUM XT DROPS (15ML),Pharma
DABUR HINGWASHTAK CHURNA (60GM),Pharma
SCISSORS,Pharma
ALDACTONE 50MG (15 TAB),Pharma
LOTUS BERRYSCRUB F/W 80 GM,Pharma
CC 74 (30 TAB),Pharma
MATILDA FORTE CAP(15CAP),Pharma
LACTIHEP PLUS SYRUP (250ML),Pharma
TRIGLIMPER 1/15 (15 TAB),Pharma
GABANYL 100 (10 TAB),Pharma
LOTESOFT E/D (5ML),Pharma
CINTHOL SOAP (100GM) SET OF 3,Pharma
THYRONORM 112 MCG (120 TAB),Pharma
TELMA BS 2.5MG (10  TAB),Pharma
REEQUIL ULTRA MATTE SUNSCREEN GEL,Pharma
STATSET 20MG (15 TAB),Pharma
CARDACE 1.25MG (15 TAB),Pharma
ACITROM 1MG (30 TAB),Pharma
TEARS NATURALE FORTE E/D (10ML),Pharma
BOROLINE SUTHOL SPARY (100ML),Pharma
GABANTIN-NT (10 TAB),Pharma
PRIMOSA BOOST (10 CAP),Pharma
CABGOLIN 0.25MG ( 4 TAB),Pharma
BIONECT CREAM (15GM),Pharma
VASMOL 33 100 ML,Pharma
FINPECIA (15 TAB),Pharma
PIOZ 15MG (10 TAB),Pharma
METOSARTAN LN 25 (10 TAB),Pharma
FD211 C2,Others
FSV KODAK 1.61 UV BLUE CleanNClear,Others
BONNE BABY KEY RATTLE,Pharma
ROZUCOR 10MG (15 TAB),Pharma
OMRON B.P MONITOR HEM-7124,Pharma
MOISTUREX SOFT CREAM (100GM),Pharma
SUSTEN SR 300 (10 TAB),Pharma
BIGEN MEN BEARD COLOR 40G,Pharma
FOLITRAX 15MG (10 TAB),Pharma
TRAFOLIC (10 TAB),Pharma
LIVOGEN XT (10 TAB),Pharma
CASTOR OIL (50ML),Pharma
EUMOSONE CREAM (15GM),Pharma
SORBILINE SYRUP (200ML),Pharma
SURGICARE GLOVES NO 7,Pharma
REXIDIN SRS MOUTHWASH (150ML),Pharma
GABAFIX NT(10 TAB),Pharma
DEXLUZ ORAL SOLUTION (160 ML),Pharma
ORAWAYS PASTE (5GM),Pharma
COQ (10 CAP),Pharma
METPURE XL 50MG (10 TAB),Pharma
CETAPHIL RESTORADERM MOISTURIZER (295 ML),Pharma
OLAY NATURAL AURA CREAM 20GM,Pharma
MAXRICH YU CREAM (100GM),Pharma
GEMFOS (4 TAB),Pharma
ADVAFOL (10 TAB),Pharma
GREASEWELL -GM 750 (10 TAB),Pharma
SIMILAC 1 STAGE 400 GM,Pharma
BAIDYANATH ASHOKARISHTA (450ML),Pharma
DETTOL LIQUID SOAP 200ml,Pharma
ACITROM 4MG (30 TAB),Pharma
RABICIP D (15 CAP),Pharma
LANOXIN TAB 10 NOS,Pharma
METPURE XL 25 TAB 10 NOS,Pharma
IRUS SG 1244,Others
CETANIL -T (10TAB),Pharma
DAPAVEL M 10/1000 (10 TAB),Pharma
ACUPAT E/D (5ML),Pharma
COLGATE VISIBLE WHITE TOOTHPASTE (50GM),Pharma
MOXOFT D  E/D (5ML),Pharma
PALMIGES (10 CAP),Pharma
SITACIP M 50/500 (10 TAB),Pharma
THYROX 62.5 (100 TAB),Pharma
PALMIGES (15 CAP),Pharma
ACECLO PLUS (15 TAB),Pharma
NUHENZ (15 CAP),Pharma
QBICURIS-100MG ( 10 CAP),Pharma
DOLOWIN PLUS (10 TAB),Pharma
FITTY DENT POWDER (20GM),Pharma
SOFTVISC E/D (10ML),Pharma
INBILT-F SOLUTION (60ML),Pharma
IMIQUAD CREAM SACHET,Pharma
VITAKIND GOLD (10 TAB),Pharma
PONDS BRIGHT BEAUTY F/W 100GM,Pharma
ENZOFLAM (10 TAB),Pharma
MINIMALIST SALICYLIC ACID 2%FACE SERUM 30ML,Pharma
AMARYL 3MG (30 TAB),Pharma
FREELAC SYRUP (100ML),Pharma
JOLEN HAIR REMOVAL CREAM (50GM),Pharma
RENSA FOAMING FACE WASH (150ML),Pharma
ODONIL ZIPPER DAFFODIL,Pharma
SCOTT 654 A C1 53,Others
KODAK CR 39 SV Tough Coat,Others
SCOTT 5255 C1 55 CLIP ON,Others
A2Z CR KRY RX PHOTO 1.56 Grey Care,Others
FC9891 C2 52,Others
SCOTT5401 T C2 54,Others
SCOTT 5401 T C3 54,Others
SCOTT 5384 C3 53,Others
SCOTT 5384 C4 53,Others
SCOTT 5255 C3 55 CLIP ON,Others
TENEPLA M 500 (10 TAB),Pharma
ROSUVA GOLD 10 (10 CAP),Pharma
FLUROSID M/WASH (160ML),Pharma
TENRITE M (10 TAB),Pharma
PONDS MEN POLLUTION OUT F/W 50GM,Pharma
CRESOV 10MG (10 TAB),Pharma
SITAXA M 50/1000 (15 TAB),Pharma
CLINDAC A SOLUTION 1% (25ML),Pharma
HCQS 200MG (15 TAB),Pharma
CINOD 5MG  (20 TAB),Pharma
GLUTAFACE FACE CREAM (30GM),Pharma
CUTISOFT CREAM (15GM),Pharma
GARNIER HYDRA BOMB SERUM MASK,Pharma
LIFEBUOY SOAP 125/100GM (4+1),Pharma
GLUCRETA 5MG (10 TAB),Pharma
TRUSTRETIN 10MG(10CAP),Pharma
NAVRATNA MINT FRESH POWDER 50GM,Pharma
SAT ISABGOL TEL. 100 GM,Pharma
GC TOOTH MOUSSE (40GM),Pharma
DUREX EXTRA THIN CHOCOLATE 3NOS,Pharma
SAT ISABGOL TEL. 200 GM,Pharma
LACTOGEN NO 3,Pharma
EA4058 506381 58,Others
EMBETA AM 25 (10 TAB),Pharma
PONDS MEN ENERGY BRIGHT F/W 50GM,Pharma
NIVEA SOFT CREAM (200ML),Pharma
CINOD T 10,Pharma
PIGEON FOOD FEEDER 6+ MONTH 240ML,Pharma
MILFLODEX  E/D 5ML,Pharma
UDILIV 450MG (10 TAB),Pharma
CALCIROL SOFTGELS (8CAP),Pharma
TELMA 80 AM (15 TAB),Pharma
RARICAP DROPS (30ML),Pharma
CLARIBID 250MG (10 TAB),Pharma
ELOCON CREAM (10GM),Pharma
PAMPER PANTS M6,Pharma
TETRAFOL PLUS (10 TAB),Pharma
DYTOR E 20 (10 TAB),Pharma
HIMALAYA ANTI DANDRUFF SHAMPOO (80ML),Pharma
RB3548N 003/02 54,Others
SCOTT 5255 C5 55 CLIP ON,Others
SCOTT 5384 C1 53,Others
FF KODAK UNIQUE 1.60 UV BLUE CleanNClear,Others
SCOTT 654 AC4 53,Others
REVO CR SINGLE VISION,Others
FC 8234 C1,Others
FF KODAK UNIQUE 1.56 Photo Brown CleanNClear,Others
D COLD TOTAL 4X6 BLISTER,Pharma
NORTRYPTOMER P SR 50 (10 TAB),Pharma
CLEAN AND DRY FOAM WASH (85GM),Pharma
COLGATE INTERDENTAL BRUSHES (4NOS),Pharma
NOVAMOX SUSPENSION 125MG (60ML),Pharma
NIVEA ALOE HYDRATION BODY LOTION  75 ML,Pharma
M EARTH CHARCOAL F/W 100ml,Pharma
GLUCRETA L 5/10 (10 TAB),Pharma
PANTOP INJECTION (40MG),Pharma
SITAXA DM 1000MG (10 TAB),Pharma
M.POKO EXTRA L5,Pharma
MOMATE XL CREAM (40GM),Pharma
CEBHYDRA MOISTURIZING CREAM 100GM,Pharma
PAMPER PANTS L5,Pharma
SCOTT 654A C5 53,Others
FC9771 C5 54,Others
Rx Essentials Everyday 1.50 TITUS,Others
FC9771 C2 54,Others
Sorrento 908 C4 56,Others
SCOTT 306 C7 52,Others
FC9751 C1 53,Others
FC9771 C1 54,Others
FSV AS 1.59 CRIZAL BCT EASY PRO,Others
BAIDYANATH KHADIRARISHTA (450ML),Pharma
INDERAL 20MG (15 TAB),Pharma
E COD PLUS (15 CAP),Pharma
AIR 180MG (10 TAB),Pharma
DUTAS T (15 TAB),Pharma
ZYCOLCHIN (10 TAB),Pharma
VICKS VAPORUB (105ML),Pharma
STIM SILKY BRUSH,Pharma
DOMSTAL BABY DROPS (5ML),Pharma
PARACHUTE OIL (500ML),Pharma
SESA OIL (100ML),Pharma
ODONIL ZIPPER 5 Nos Pack,Pharma
DOMSTAL DT 5 (10 TAB),Pharma
METROHEX PLUS GEL (20GM),Pharma
ATORVA 5MG (15 TAB),Pharma
DEPLATT A 150 (15 TAB),Pharma
TYNOR CERVICAL COLLAR SOFT(M),Pharma
TYNOR POUCH ARM SLING M,Pharma
COSART H (10 TAB),Pharma
CHICCO FEED BOTTLE GLASS 240ML,Pharma
CIFRAN CT (10 TAB),Pharma
PEE SAFE TAMPONS SUPER PLUS  16 NOS,Pharma
SAT K2 7 (10 TAB),Pharma
HK VITALS MULTIVITAMIN (30 TAB),Pharma
MEFTAGESIC DS SUSPENSION 60 ML,Pharma
NUROKIND NEXT (10CAP),Pharma
OLMECIP 20MG (10 TAB),Pharma
CERELAC NO.6 WHEAT APPLE,Pharma
FSV KODAK 1.56 CleanNClear,Others
IRUS SG 1361 P,Others
SCOTT 7022 C3 53,Others
STRELING 1018 C2,Others
STERLING 1026 C1,Others
T -MUCE OINT (5GM),Pharma
B-TEX OINT (14GM),Pharma
DETTOL SOAP SET 3+1 (150GM),Pharma
NOOTROPIL C (10 CAP),Pharma
MET XL 50 (20 TAB),Pharma
VERTISTAR MD 8MG (10 TAB),Pharma
COGRENO (10 TAB),Pharma
NULONG-T (15 TAB),Pharma
TAMDOSIN D (15 TAB),Pharma
NANOFEROL NANO SHOTS (1*4),Pharma
PREGOL NT (10 TAB),Pharma
ETOBRIX TH 4 (10 CAP),Pharma
VERTISTAR MD 16MG (10 TAB),Pharma
OZEWID CREAM 1% 5 GM,Pharma
CALGROW (15 TAB),Pharma
ESOMAC 40 (15 TAB),Pharma
SUGAR FREE NATURA 300 PELLETS,Pharma
OLMESAR CH 20 (10 TAB),Pharma
AMBRODIL S COUGH SYRUP (100ML),Pharma
ZINCOVIT DROPS 15 ML,Pharma
BETALOC 25MG (30 TAB),Pharma
NEXOVAS BETA (10 TAB),Pharma
HIMALAYA BRESOL (60 TAB),Pharma
LUPIHOPE 10MG (10 TAB),Pharma
CETAPHIL BABY GENTLY WASH&SHAMPOO 400ML,Pharma
THROMBOPHOB OINT (20GM),Pharma
NEXPRO IT (10 CAP),Pharma
HAJMOLA SHISHI CHATCOLA,Pharma
FEM CREAM BLEACH (8GM),Pharma
Sorrento 877 C5 53,Others
Sorrento 877 C3 53,Others
VRX 1.56 Fsv Xtralite Uv Blue HMC,Others
ZIR+ TOPAZ 1.50 HC,Others
VO5321I 2830 52,Others
ZIR+ GARNET 1.50 HC,Others
NULONG 10MG (15 TAB),Pharma
LAKME VITAMIN C F/W (100ML),Pharma
NIMPREX P (15 TAB),Pharma
HIMALAYA BABY MASSAGE OIL (50ML),Pharma
PRUVICT 2MG (10TAB),Pharma
CLEAN & CLEAR BERRY F/W 100 ML,Pharma
LOC TEARS FUSION E/D (10ML),Pharma
ENVY POCKET DARK (18ML),Pharma
SOFTOVAC POWDER (100GM),Pharma
A 4 Cream (15 Gm),Pharma
HBSALIC OINT (20GM),Pharma
FCL ALPHA BETA  ACNE GEL 30ML,Pharma
VITCOFOL CAP 30 NOS,Pharma
BONNE STEEL FEEDER (250ML),Pharma
CK  22125TD  200  52,Others
VO5321I W44 52,Others
VO5321I W656 52,Others
FSV AS A/W 1.59 Crizal BCT Rock,Others
SCOTT 654 A C2 53,Others
GLYBIOTIC PLUS EAR DROP,Pharma
NIVEA MEN CHARCOAL F/W 50GM,Pharma
P-1K 300MG (15TAB),Pharma
DOVE CONDITIONER (175 ML),Pharma
OMNIGEL GEL (20GM),Pharma
RICONIA SYP 200ML,Pharma
GLIMISAVE MV 3.3 (10 TAB),Pharma
RESMILE S (10 TAB),Pharma
COVANCE 25MG (10 TAB),Pharma
GEMER 1 (15 TAB),Pharma
RANOLAZ (15 TAB),Pharma
NICOTEX TRANSDERMAL PATCH (7 NOS),Pharma
CANESTEN V6 100MG (6 TAB),Pharma
FAS 3 KIT (4TAB),Pharma
VERTISTAR MD 24 (10 TAB),Pharma
FOLIN Z (10 TAB),Pharma
NAXUM 500 (10 TAB),Pharma
GILLETTE GUARD BLADE 3 NOS,Pharma
NICOGUM 2 SF (12 TAB),Pharma
JUNGLE FORMULA AFTER BITE (10ML),Pharma
ALERID SYRUP (60ML),Pharma
GILLETTE PRESTO RAZOR,Pharma
GILLETTE SHAVE GEL (60GM),Pharma
LA SHIELD FISICO SUNSCREEN (50GM),Pharma
RB4171 651413 54,Others
RB3025I 004/78 58,Others
RX VX Comfort Max S/R 1.50 Tr6 G/B Crizal Easy Pro,Others
VO549 7I29 2251,Others
CIPCAL XT (15 TAB),Pharma
CHICCO WET WIPES 20 NOS,Pharma
ISTAVEL 100MG (10 TAB),Pharma
NATURES HAIR REMOVAL CREAM (50GM),Pharma
DFO 4X GEL (50GM),Pharma
SEBAMED ANTI DANDRUF,Pharma
ZEPTOL CR 200 (10 TAB),Pharma
BIO D3 CAP(10CAP),Pharma
NEPHEX PLUS E/D (10ML),Pharma
SENSIEYES PLUS E/D (10ML),Pharma
ADILIP 135 (10 TAB),Pharma
ALL OUT NIGHT SPRAY (30ML),Pharma
EZORB FEM (15 TAB),Pharma
TRIPRIDE-1,Pharma
SULIDAPA MXR 10/1000 (10 TAB),Pharma
NORMALIP 10 (10 TAB),Pharma
COM-D3 STRONG (10 CAP),Pharma
ORVAS 10MG (7 TAB),Pharma
BIO TRUE LENS SOLUTION 60ML,Pharma
FC9891 C3 52,Others
VRX 1.60 Fsv Xtralite Uv Blue HMC,Others
NEUTROGEN HYDRO BOOST REFIL (50GM),Pharma
DUREX CON XT RIBBED 1*10,Pharma
SURBEX GOLD (15 CAP),Pharma
MECONERV FORTE (15 CAP),Pharma
HIMALAYA HIMCOLIN GEL (30GM),Pharma
HIMALAYA SPEMAN (60 TAB),Pharma
HIMALAYA CONFIDO (60 TAB),Pharma
AMRUTANJAN BACK PAIN ROLL ON (50ML),Pharma
AMRUTANJAN STRONG BALM (GREEN 8ML),Pharma
NIOSALIC OINTMENT (20 GM),Pharma
HIMALAYA FACE PACK SACHET,Pharma
CANDITRAL 100MG (10 CAP),Pharma
POCT ELECTRIC BREAST PUMP,Pharma
BRO ZEDEX COUGH SYRUP SF (100ML),Pharma
ACNE UV GEL SPF 50 (100GM),Pharma
VO5495I 3040 52,Others
ZIR+ GARNET 1.56 UV420 HMC,Others
RX VX Progress S/R 1.59 A/W Crizal Rock,Others
Sorrento 909 C1 53,Others
SCOTT 617 AA C4 53,Others
Sorrento 908 C3 56,Others
SCOTT 7021 C2 52,Others
ORG IND TULSI MASALA CHAI,Pharma
BETASALIC OINTMENT (20GM),Pharma
TAMLOCEPT 0.4 MG (15 CAP),Pharma
DABUR BADAM ROGHAN OIL (25ML),Pharma
AF 150MG (1 TAB),Pharma
M EARTH VITAMIN C FACE WASH (100ML),Pharma
DAZIT 10MG (15 TAB),Pharma
INDERAL LA 20 (15 TAB),Pharma
SIMBRINZA E/D (5ML),Pharma
DOVE SOAP (50GM),Pharma
CONCOR COR 2.5 (10 TAB),Pharma
CABGOLIN 0.5 MG TAB,Pharma
VICCO VAJRADANTI POWDER (100GM),Pharma
NIOSOL OINT (30GM),Pharma
PONDS MEN PIMPLE CLEAR F/W 50GM,Pharma
HIMALAYA NEEM (60 TAB),Pharma
TENEPLA M 1000 (10 TAB),Pharma
Sorrento 882 C4 52,Others
RB3663 004/58 60,Others
SCOTT 306 C5 52,Others
WHISPER BINDAZ NIGHTS XL+ 30 NOS,Pharma
LOCULA 20% E/D (5ML),Pharma
DROTIN A (10 TAB),Pharma
ACNESTAR F/W (50GM),Pharma
MONIT GTN 2.6MG (30 TAB),Pharma
8X SHAMPOO (100ML/120ML),Pharma
OCID DSR (15 CAP),Pharma
AMLOVAS AT (15 TAB),Pharma
RICHAR CR 75MG (10 TAB),Pharma
CANSOFT CL VAGINAL SUPPOSITORIES (1*3),Pharma
(CLOSED) DUVADILAN RETARD 40MG (10 CAP),Pharma
TRUSOFT MOISTURIZING LOTION (100ML),Pharma
MESACOL 800MG (15 TAB),Pharma
NAC SR 75 (10 TAB),Pharma
AMRUTANJAN STOP ITCH SPRAY (100GM),Pharma
VO4261I 5153 52,Others
FSV 1.56 Blue Cut HMC,Others
FC8241 C2,Others
FSV AS A/W 1.59 Crizal BCT Easy Pro,Others
TH 6276 C3 57 GunBk,Others
SWISS CR SV 1.5 POLARIZED Grey Rx Care,Others
Egalite FSV 1.61 Blue Block HMC,Others
CARMEST FACIAL RAZOR (3NOS),Pharma
MOM PLUS SUSPENSION (170ML) SF,Pharma
CITRO SODA POWDER (4GM),Pharma
ENZOMAC PLUS (10 TAB),Pharma
ENDOGEST 300 SR,Pharma
BON K2 (10 TAB),Pharma
FLAMINGO HEAT BELT REGULAR,Pharma
FUNGICROS NAIL LACQUER (2.5ML),Pharma
SLOANS BALM 10GM,Pharma
DOXINATE PLUS (30 TAB),Pharma
MECONERV -1500MCG (10 TAB),Pharma
(CLOSED) COLGATE BRUSH KID,Pharma
DAZIT 5MG (15 TAB),Pharma
FESTIVE E/D (10ML),Pharma
SOLFE EXTRA (15 TAB),Pharma
VIBACT (10 CAP),Pharma
NADOXIN PLUS CREAM ( 10GM ),Pharma
PEE SAFE TAMPONS REGULAR 16 NOS,Pharma
CLEAN & CLEAR LEMON F/W 100 ML,Pharma
FOLITRAX 20MG (4 TAB),Pharma
ROSUBEST 5MG (10 TAB),Pharma
NASOWASH SACHET,Pharma
HIMALAYA KARELA (60 TAB),Pharma
STREAX SHAMPOO HAIR COLOUR NO.3 POUCH,Pharma
SCOTT 306 C4 52,Others
SCOTT 306 C2 52,Others
SCOTT 306 C1 52,Others
PEESAFE REUSABLE MENSTRUAL CUP L,Pharma
WHEAT GRASS JUICE 1000ML,Pharma
WHISPER B N KOALA SOFT XXXL+ 8 NOS,Pharma
LIRAFIT PREFILLED PEN (6MG/ML),Pharma
VALAMAC 1000MG (3 TAB),Pharma
H-VIT (10 TAB),Pharma
FOLZIA (10 TAB),Pharma
(CLOSED) TELSARTAN 20MG (14 TAB),Pharma
SF ADV ULTRA COMFORT XL 7PC,Pharma
TRIOLMIGHTY 20MG (10 TAB),Pharma
MYLAMIN,Pharma
DOXT-SL (10 CAP),Pharma
FEMICLO-V SUPPOSITORIES,Pharma
ESOLEMBIC-D ( 15 CAP),Pharma
PROPYGENTA NF CREAM (30GM),Pharma
HORLICKS WOMENS PLUS 400GM,Pharma
FENTIN CAP,Pharma
VINODINE SPRAY (75GM),Pharma
SILDOEASE 8D (10 TAB),Pharma
LOREAL TOTAL REPAIR 5 CONDITIONER (180ML),Pharma
NUTIVA GOLD (10 CAP),Pharma
DETTOL LIQUID SOAP 900ML,Pharma
Sorrento 865 C2 53,Others
Sorrento 909 C6 53,Others
RECOFAST PLUS (10 TAB),Pharma
ETOGESIC MR (10 TAB),Pharma
PROVIDAC BOTTLE (14CAP),Pharma
SAVLON 200ML,Pharma
ZENRID (10 TAB),Pharma
MODALERT 100MG (10 TAB),Pharma
COLGATE TOOTHBRUSH MRP 120,Pharma
FREEDONAP 500MG (10 TAB),Pharma
STREAX HAIR COLOR NO 5,Pharma
VANTEJ AQUA MOUTHWASH (100ML),Pharma
COLGATE FLEXIBLE BRUSH,Pharma
BODYGARD SPRAY 12GM,Pharma
PHOTON 360 HYDRA SUNSCREEN (50ML),Pharma
THYROUP 100 MCG (120 TAB),Pharma
RECHARM  FACE WASH 100ML,Pharma
TENEFIT M FORTE,Pharma
MELAVIS-5MG TAB,Pharma
LIQUID PARAFFIN (50ML),Pharma
NASELIN NASAL DROPS (10ML),Pharma
FAST CARD,Pharma
Rx Essentials Everyday Plus 1.50 TITUS,Others
TECZINE M (10 TAB),Pharma
ENDOGEST 200 (10 CAP),Pharma
M.POKO STD S1,Pharma
REJUMAC (30 TAB),Pharma
COLGATE TOOTHBRUSH MRP35,Pharma
GAVISCON SYRUP (150ML),Pharma
CHERICOF 12 COUGH SYRUP (60ML),Pharma
HEAD & SHOULDER CONDITIONER (200ML),Pharma
DOLO SUSPENSION 250MG (60ML),Pharma
DUREX EXTRA THIN BUBBLEGUM  10NOS,Pharma
CHERICOF COUGH SYRUP SF (100ML),Pharma
GATSBY HAIR WAX ( 75GM ),Pharma
MORISONS ANTI-COLIC NIPPLE (S),Pharma
GARNIER PURE CHARCOAL MASK,Pharma
MULTI SURFACE CREAM (95GM),Pharma
DOVE SHAMPOO 650 ML,Pharma
TRESEMME HAIR FALL DEFENCE SHAMPOO (185ML),Pharma
LEEKUF COUGH SYRUP (100ML),Pharma
MK054 X C-C,Others
VO2925BI 2362 51,Others
VO5422 2386 52,Others
SCOTT 5417 C152,Others
ARTIFACT 57,Others
SCOTT 5417 C3 52,Others
TH 2635 C2 54,Others
PAURUSH JIWAN (10 CAP),Pharma
RYBELSUS ORAL USE 14MG 10TAB,Pharma
PAMPER TAPED NB7,Pharma
HIMALAYA GENTLE BABY WASH (200ML),Pharma
NIOCLEAN AD GEL (15GM),Pharma
SENQUEL F TOOTHPASTE (100GM) @18%,Pharma
PANTENE SHAMPOO 75ML,Pharma
OMNIGEL STRONG SPRAY (55GM),Pharma
SELSUN SUSPENSION (120ML),Pharma
ROSEDAY CV 10 (10 CAP),Pharma
ALCROS SB 50 (10 CAP),Pharma
PAMPER ACTIVE BABY L18,Pharma
SIMILAC PLUS 3 (400GM),Pharma
SCOTT 894 C2 52,Others
IRUS SG 1319,Others
SCOTT 894 C1 52,Others
NOVEFOS SACHET (8GM),Pharma
HIMALAYA BABY GIFT PACK,Pharma
AHAGLOW S FOAMING FACE WASH (60ML),Pharma
JOHNSONS BABY TOP-TO-TOE BATH (200ML),Pharma
MISS CARE FACE SHEET MASK,Pharma
ROSEDAY F 5 (10 TAB),Pharma
GLICRITE M OD 30 (15 TAB),Pharma
XULTOPHY PREFILLED 100IU/ML (3ML),Pharma
VENUSIA MOISTURISING LOTION (100ML),Pharma
D -RISE 60K (4 CAP),Pharma
CSPOR 0.05 % E/D (3ML),Pharma
COMBIPAT SOLUTION 5ML E/D,Pharma
PIGEON SOOTHER 0+ MONTH (S),Pharma
Sorrento 864 C3 53,Others
SCOTT 868 C428 54,Others
SCOTT 5496 C4 52,Others
SOLITRAL (10 CAP),Pharma
HAIRBLESS (15 TAB),Pharma
HHFUDIC CREAM (10GM),Pharma
SUNCROS 50 AQUALOTION 60 ML,Pharma
SUNBAN SOFT,Pharma
ARIOAT HAND & BODY WASH (300ML),Pharma
FOLLIHAIR A (15 TAB),Pharma
HIMALAYA ANTI HAIR FALL SHAMPOO (80ML),Pharma
STIM DENOFIT DENTURE CREAM (50GM),Pharma
TSART M 40/25 (10 TAB),Pharma
CORCIUM HD (10 TAB),Pharma
BAIDYANATH DASHMULARISHTA (450ML),Pharma
GILLETTE MACH 3 BLADE 4NOS,Pharma
PAMPER PANTS M22,Pharma
CLENSTA LIP BALM,Pharma
HIMALAYA GENTLE DAILY CARE SHAMPOO (80ML),Pharma
MOXICIP 400MG (10 TAB),Pharma
CRESAR CT 40 (10 TAB),Pharma
OSTEOFOS 35MG (4 TAB),Pharma
TELSITE 20 MG TAB,Pharma
ONABET CREAM (30GM),Pharma
FLUCORT SKIN CREAM (20GM),Pharma
TERBEST CREAM (15GM),Pharma
ERYTOP LOTION (25ML),Pharma
GLUFORMIN G2 FORTE (15 TAB),Pharma
MK2182U 300613 55,Others
ELTROXIN 88 MG TAB,Pharma
ORAL B BRUSH SET OF 5,Pharma
VENUSIA MAX MOISTURIZING LOTION (500GM),Pharma
NATURES PEEL OF MASK CHARCOAL 65GM,Pharma
OLEGARD AM 40 (10 TAB),Pharma
LEVOLIN SYRUP 1MG (100ML),Pharma
T GLIP M 500 (20 TAB),Pharma
SULIDAPA MXR 10/500 (10 TAB),Pharma
SCABPER SOAP 75G,Pharma
AROGAT-P E/D (5ML),Pharma
CYCLOGYL EYE DROP (5ML),Pharma
MIRTAZ 30MG (10 TAB),Pharma
DAPALEX SM 10/100/500 (10 TAB),Pharma
Grand Total,Pharma
METOLAR AM 25 (10 TAB),Pharma
BISONEXT 5MG (15 TAB),Pharma
OLMEZEST H 40MG (10 TAB),Pharma
OLMEZEST H 20MG (10 TAB),Pharma
ACNESOL GEL (20GM),Pharma
CETAPHIL BRIGHT HEALTHY RADIANCE NIGHT CREAM 50GM,Pharma
CREVAST EZ 20 (10 TAB),Pharma
IMEXTOR 500MG (10 TAB),Pharma
AZULIX 2 MF (15 TAB),Pharma
PONDS SUNSCREEN SPF50 (12GM),Pharma
ZRB3025I 001/51 58 LENSES,Others
MAGVED CREAM (10GM),Pharma
MEDIBRO- 3D (10 TAB),Pharma
ROSEDAY GOLD 10 (10 CAP),Pharma
VALZAAR H (15 TAB),Pharma
CHYMORAL FORTE DS (10 TAB),Pharma
CONCOR 10MG (10 TAB),Pharma
AquaSoft 60 ML,Others
Silklens MPS 360ml,Others
VISUALEYES SAPPHIRE PROG 1.50 HC,Others
ZIR + D-BIFOCAL 1.50 HC,Others
ALKAPAC SYRUP (200 ML),Pharma
VILDADER MET 50/500 (15 TAB),Pharma
DAROLAC (10 CAP),Pharma
HYDENT K PASTE (100GM),Pharma
DFO RED LINIMENT (50 ML),Pharma
